2406.0	2439.0	356.0	2042.0	2047.5	2047.5
2416.0	2458.0	356.0	2042.0	2047.5	2047.5
2434.0	2470.0	356.0	2041.0	2047.5	2047.5
2436.0	2473.0	359.0	2043.0	2047.5	2047.5
2432.0	2482.0	359.0	2043.0	2047.5	2047.5
2456.0	2496.0	357.0	2043.0	2047.5	2047.5
2464.0	2508.0	356.0	2041.0	2047.5	2047.5
2484.0	2522.0	357.0	2041.0	2047.5	2047.5
2515.0	2537.0	358.0	2042.0	2047.5	2047.5
2530.0	2548.0	358.0	2043.0	2047.5	2047.5
2552.0	2563.0	359.0	2041.0	2047.5	2047.5
2561.0	2563.0	358.0	2043.0	2047.5	2047.5
2570.0	2575.0	358.0	2040.0	2047.5	2047.5
2571.0	2574.0	356.0	2041.0	2047.5	2047.5
2575.0	2574.0	356.0	2043.0	2047.5	2047.5
2582.0	2575.0	356.0	2043.0	2047.5	2047.5
2570.0	2586.0	358.0	2043.0	2047.5	2047.5
2571.0	2586.0	357.0	2043.0	2047.5	2047.5
2571.0	2573.0	358.0	2042.0	2047.5	2047.5
2568.0	2575.0	358.0	2042.0	2047.5	2047.5
2552.0	2575.0	357.0	2041.0	2047.5	2047.5
2551.0	2573.0	358.0	2044.0	2047.5	2047.5
2512.0	2550.0	358.0	2042.0	2047.5	2047.5
2515.0	2554.0	358.0	2043.0	2047.5	2047.5
2480.0	2535.0	358.0	2043.0	2047.5	2047.5
2473.0	2521.0	358.0	2040.0	2047.5	2047.5
2454.0	2503.0	356.0	2044.0	2047.5	2047.5
2443.0	2495.0	356.0	2043.0	2047.5	2047.5
2435.0	2484.0	358.0	2043.0	2047.5	2047.5
2424.0	2458.0	356.0	2043.0	2047.5	2047.5
2406.0	2444.0	358.0	2044.0	2047.5	2047.5
2409.0	2443.0	359.0	2043.0	2047.5	2047.5
2397.0	2429.0	356.0	2044.0	2047.5	2047.5
2377.0	2416.0	356.0	2044.0	2047.5	2047.5
2366.0	2397.0	358.0	2043.0	2047.5	2047.5
2346.0	2379.0	354.0	2042.0	2047.5	2047.5
2337.0	2365.0	356.0	2044.0	2047.5	2047.5
2317.0	2353.0	358.0	2043.0	2047.5	2047.5
2307.0	2340.0	355.0	2044.0	2047.5	2047.5
2298.0	2328.0	357.0	2041.0	2047.5	2047.5
2290.0	2313.0	358.0	2043.0	2047.5	2047.5
2290.0	2311.0	356.0	2042.0	2047.5	2047.5
2277.0	2300.0	357.0	2042.0	2047.5	2047.5
2270.0	2286.0	356.0	2041.0	2047.5	2047.5
2259.0	2274.0	358.0	2041.0	2047.5	2047.5
2259.0	2279.0	356.0	2043.0	2047.5	2047.5
2251.0	2274.0	356.0	2041.0	2047.5	2047.5
2250.0	2275.0	358.0	2043.0	2047.5	2047.5
2250.0	2288.0	358.0	2042.0	2047.5	2047.5
2258.0	2273.0	358.0	2042.0	2047.5	2047.5
2260.0	2287.0	356.0	2043.0	2047.5	2047.5
2259.0	2286.0	359.0	2043.0	2047.5	2047.5
2270.0	2288.0	356.0	2043.0	2047.5	2047.5
2279.0	2300.0	356.0	2042.0	2047.5	2047.5
2281.0	2312.0	358.0	2044.0	2047.5	2047.5
2289.0	2313.0	357.0	2044.0	2047.5	2047.5
2288.0	2326.0	357.0	2040.0	2047.5	2047.5
2300.0	2337.0	356.0	2041.0	2047.5	2047.5
2309.0	2351.0	358.0	2042.0	2047.5	2047.5
2309.0	2352.0	358.0	2043.0	2047.5	2047.5
